filedFor,year_quarter,Basic Materials_w,Communication Services_w,Consumer Cyclical_w,Consumer Defensive_w,Energy_w,Financial Services_w,Healthcare_w,Industrials_w,Real Estate_w,Technology_w,Utilities_w,Basic Materials_logp,Communication Services_logp,Consumer Cyclical_logp,Consumer Defensive_logp,Energy_logp,Financial Services_logp,Healthcare_logp,Industrials_logp,Real Estate_logp,Technology_logp,Utilities_logp,portfolio_value
2004-09-30,2004Q3,0.3464345194319228,2.325246742683747,5.27917733971209,40.41812464012048,0.1035780594492101,47.877504940554736,1.5057615076297015,1.4577790329859048,0.6863932174322096,,,5.133796455964578,4.788990621445104,5.507645958532938,5.39698556322996,5.623837028555773,5.949287496857821,5.8120387569108525,5.577765675612066,4.660888706494492,,,34204155000
2004-12-31,2004Q4,0.7175750609611891,2.775524575729342,4.477881661289274,41.32282182023617,0.0969962018182223,48.789591190698694,,1.4016831152015352,0.41792637406557,,,5.2103054558995945,4.860587345130021,5.630853272749199,5.468017969330994,5.665145607958486,6.018739183303569,,5.668397089278836,4.799090891194417,,,36477717000
2005-03-31,2005Q1,0.5764188477463719,2.822446628171708,4.250344209287805,45.93145745021227,0.1114167302348025,44.496382045085085,,1.4258998782337249,0.3856342110282398,,,5.22321658745924,4.770515147028341,5.5700224937793985,5.46873503428068,5.822779598674465,5.946624050292827,,5.6477763507766685,4.741360508479988,,,37392948000
2005-06-30,2005Q2,0.7091471797300092,2.571330451496104,3.9585198828953496,46.38708700615953,0.1242554211317696,44.06286835543211,,1.622220701388532,0.398149240094568,0.1664217616720235,,5.118532567489065,4.796534040523403,5.558332777110733,5.456346254223955,5.837934529325819,5.9823986120488435,,5.60906883726267,4.84363575580437,5.736314242985138,,38955242000
2005-09-30,2005Q3,1.061057154798091,1.676977696468386,3.2527288110558596,45.04704515726037,0.1305085097648471,46.309063705664435,,1.9417075133764037,0.4358914388498471,0.1450200127617611,,5.130963193583406,4.776767789701273,5.546777740128277,5.4825953467167015,6.001315842005465,5.983180358291727,,5.6282324858571515,4.868687584544564,5.7924036290704635,,42097638000
2005-12-31,2005Q4,0.9838295103794886,1.1508872541277615,3.026736934991515,42.49450729148651,0.7769307464943215,49.103338366387774,,1.7623797916062809,0.3882179605004676,0.3131721440258874,,5.231750096181371,4.765842413975779,5.554470128160384,5.481346998301677,5.9208543264157285,6.0553778585375735,,5.671947772139333,4.870069709592,5.801544185058611,,85888865000
2006-03-31,2006Q1,1.3400749294763967,1.07854277641667,2.5304932504396267,40.34165050101595,2.609531270994983,48.80234656837887,0.2532842354635228,2.487590618268375,0.3080973903862281,0.2483884591593798,,5.297617124487539,4.891401201588273,5.581012008687198,5.491084198820473,6.003343706622339,6.080962441457248,5.915285210249134,5.735055014016577,5.000382925853788,5.84081605367302,,46060111000
2006-06-30,2006Q2,0.9956737879919824,1.1699442683545698,1.6969207594303883,39.97394018748774,2.6184070887092425,47.5930033293305,3.144583335687507,2.413027906696075,0.3944993363119917,,,5.287205827848895,4.877103901471733,5.573711767563356,5.513912480425678,6.041087712101386,6.073344039665362,5.85990264930154,5.730424425412799,4.986274289013967,,,47610473000
2006-09-30,2006Q3,1.5426993490918817,1.187818508264526,2.161300943575533,38.141460590665446,2.2362370762368178,47.97575926761982,3.17826326278335,3.067847293510758,0.5086137082518642,,,5.275867225226265,4.969049114533534,5.619820974199119,5.563562093880882,6.019517373419365,6.143820731875084,5.95303555537268,5.7245323934729395,5.079228047569239,,,50924699000
2006-12-31,2006Q4,,2.0505209250234544,0.3575721360178402,44.21693577359567,4.869520296528352,41.84405549199003,,6.661395376844653,,,,,5.044392351554939,5.713468788573279,5.592515675871328,6.121461573541935,6.205183824245303,,5.776506170922134,,,,26504582000
2007-03-31,2007Q1,1.3858720867870722,0.8689937775311934,1.5600551642929597,35.21316063212726,2.2663363978462385,48.18758788105091,5.394759211311435,4.712097260107599,0.4111375889453272,,,5.458350738138398,5.106066704566762,5.70354908967665,5.60829891963446,6.138525860478522,6.170175403607245,5.969091102527061,5.7823163824037564,5.20318220499646,,,57503864000
2007-06-30,2007Q2,1.2963823234348009,1.06033860567316,1.4051770469565188,36.88027317275661,2.332133299913936,46.79980756645848,6.190317726395446,3.669488811591264,0.3660814468197793,,,5.521860862287873,5.171676503682149,5.737249459943504,5.629202605068625,6.272329728463355,6.1849939021903735,6.013739629497909,5.870708345972182,5.097057567680466,,,64581257000
2007-09-30,2007Q3,0.9223191151827536,1.1753975263136631,1.5311673336849994,38.840823674314734,2.210965500548044,45.67165318069968,6.9679455977307985,2.282955656814607,0.3967724147107209,,,5.580748133801471,5.191121824753271,5.683069453829514,5.668120720368221,6.375535741743472,6.1550279024691985,6.031598316574446,5.937483462230671,5.137502826612432,,,69505336000
2007-12-31,2007Q4,0.8885132368788761,0.5117137316079975,1.71094354351929,42.05232868239545,2.2481603653156985,42.589212501132614,7.418634883187253,2.329420382582125,0.2510726733806966,,,5.560066042879604,5.125510369475787,5.558872298156878,5.702281307778702,6.4019834930823425,5.9714658663538565,6.015425214347873,5.870285142480805,4.9537827632142895,,,68768137000
2008-03-31,2008Q1,0.9458116510162377,0.4932093937962984,1.8217494760553912,42.28170399028462,2.007693990107675,42.91311727873083,6.976212174485381,2.4263471283646534,0.1341549171589136,,,5.523937828254207,4.968353855147478,5.494377479553683,5.674078999474445,6.323731569220806,5.8128162283829585,5.888296095302036,5.824553662862312,4.972794910401873,,,66461224000
2008-06-30,2008Q2,0.7948564752071696,0.4720864103499043,1.5759296124576938,37.99293343346854,8.870760438752901,40.67368087519819,7.190150515499044,2.069909707327493,0.140969821102854,,0.218722710636218,5.561988454971673,4.916031580587534,5.4097245968824605,5.613018615798221,6.480044561926653,5.60193434706483,5.870821198687071,5.712577002170785,4.90808567514792,,5.331461991710737,63511466000
2008-09-30,2008Q3,0.6253380407197443,0.4220053092379799,1.458262647729008,37.02499184467038,8.799216836532226,42.41639908977379,6.950544298409788,2.0083995280632836,0.1177781406661185,,0.1770642641976816,5.3016119517477875,4.744845149483041,5.3992932838880385,5.653541215432804,6.193077992344528,5.600937284305436,5.870764730880892,5.6169528549403305,4.916617562818702,,5.123963979403259,69889879000
2008-12-31,2008Q4,0.2646232951669272,0.4268000124387986,1.4530972945979277,40.07915872541334,7.978851189034055,41.81297340863626,4.3619080415348686,2.175517348085147,0.1607770632408997,,1.2862936218517689,4.924278221823624,4.715816678754136,5.132321833969698,5.508010884984633,5.956743710177485,5.128655298924384,5.734667270073004,5.3337328041702605,4.35632415297757,,4.996739139392761,51869961000
2009-03-31,2009Q1,0.317874005489192,0.3964280493183162,1.7453917762435551,44.79205602474602,6.824586246191544,37.090742937115294,5.239664335972313,2.3507369793785236,0.1829208691444898,,1.0595987764007564,4.895673325838727,4.627322969734951,5.042263199084529,5.38802096915928,5.828003976392832,4.779207541144356,5.6455882606012775,5.08821346639441,3.903587563538361,,4.870529954754412,40871225000
2009-06-30,2009Q2,0.3507455819913728,0.3703131691228331,1.4675282307991904,40.47494498082515,5.655459083422473,43.42694328827273,5.332839740216869,2.342087776470461,0.1977997226548019,,0.3813384262241167,5.04006461046321,4.646120175246358,5.204830489946389,5.4730266595890775,5.923827888596244,5.079912535411032,5.72505464976542,5.253790566066715,4.17561731048628,,4.955122541153201,49014730000
2009-09-30,2009Q3,0.518692277909911,0.4175163354908727,1.5775690507547555,40.77754784326142,4.74146815309879,44.14733753909712,4.918555674206144,2.443205096674214,0.1589889981883969,,0.2991190313183851,5.2306807080362985,4.684812822094692,5.377498144686424,5.572876214084614,6.014472809192214,5.304199993299895,5.81042220107183,5.4463924767182,4.4510861848459635,,5.00347634771884,113092102000
2009-12-31,2009Q4,0.4140616913666763,0.3880973870115159,1.6065415477549516,41.05834481797643,3.3742392394953233,47.32589933576539,3.7928184885042744,1.5204352073826524,0.275023799605355,,0.2445384851374252,5.297366902793402,4.7417967781958446,5.459883373287034,5.614222353441073,6.063668951248651,5.26672348865743,5.89225176540645,5.49302031283694,4.545207848055754,,5.062531774653818,115859064000
2010-03-31,2010Q1,0.5751683903682133,0.4798105801620611,1.9681482924875535,44.37699809411995,3.489196659040856,42.79941238228135,3.728460929458878,1.9172868670973835,0.4193191350259328,,0.2461986699578232,5.321154576587962,4.68351916650798,5.5556304430699175,5.663411784126078,6.064505873501199,5.369474560864365,5.920720122929389,5.610387127056648,4.635214336950808,,5.0152910853819,50934475000
2010-06-30,2010Q2,0.4440749418453295,0.4749787955894826,1.8949691015294523,44.445002143588795,3.1288515424257244,40.653916243062945,5.9035447486811705,1.9611328915236408,0.3869010897958068,0.4326022737329517,0.2740262282247015,5.150165364454174,4.625364902245851,5.4368176730207205,5.570784328967161,5.922543062407476,5.223809311085152,5.789593146006942,5.4734883911379555,4.58812572654508,5.798880488548207,4.965916846317278,46440810000
2010-09-30,2010Q3,0.4636869406650926,0.0503712994047015,0.8995030801919858,46.93987766787762,3.4961104119444433,40.73856984675013,6.1278100372319715,0.8506596813742473,,0.433411034559814,,5.3093067945500865,4.800243434239934,5.574167208861058,5.663897502846042,6.03851507759579,5.263622358837189,5.868590448957447,5.6014544205992784,,5.907702391181965,,97126738000
2010-12-31,2010Q4,0.5466570170660299,0.0499615879862662,,46.7751726067272,3.830276794617482,42.86888798880236,5.377708558760583,0.5513354460400676,,,,5.479012604144678,4.857794909293135,,5.715645122967424,6.228017785332109,5.369567707969396,5.899294428789442,5.707508840181511,,,,52560379000
2011-03-31,2011Q1,0.5234289205212246,0.0487758026231863,,44.907313184802085,4.342310732301578,43.23928894581935,5.017899030150288,0.5651967901384838,,1.3557865936438085,,5.518897637906754,4.892227063045954,,5.732855741903979,6.378952356842662,5.396849653031689,5.948034989180646,5.786283658700077,,6.0345958847603045,,54338419000
2011-06-30,2011Q2,0.4323724397543229,0.0440116871869686,,44.22952914347252,3.9251607751171624,37.78855824706607,5.410373307413299,0.6395611660370216,,7.530433233952635,,5.505046912812269,4.900373872578711,,5.776599148587745,6.326972072067101,5.3320905530516685,6.018422865865544,5.774116622878518,,6.018374221327033,,56621324000
2011-09-30,2011Q3,0.1944379930376252,0.3320385467025857,,41.44845135662199,3.1701874650583273,31.977786522057077,4.689005825761383,0.8796586274277927,,17.30843366333323,,5.217920446012219,4.804103026095894,,5.725902647880344,6.093095636318211,5.069218637382565,5.90734900310645,5.531886364017144,,5.9353967212938,,118182664000
2011-12-31,2011Q4,0.2622053496615281,1.551223555679775,,39.14743874549828,3.205644937890908,32.68725510697121,3.951129698521065,1.0099349543949718,,18.185167651382272,,5.355217445393413,4.866148932023583,,5.815741199808434,6.255385287251187,5.1660993723383095,5.997968315062957,5.678362101483062,,6.015986395547721,,66151587000
2012-03-31,2012Q1,0.3899505472397555,1.9967339938535,0.3406267338016949,35.5318542501631,2.937441450215198,35.77667523315236,3.9822532010911904,0.9123471268214682,,18.132117463661736,,5.457157004618757,4.873057640449997,5.878911598437154,5.86329022226083,6.288917492462712,5.360305732330494,6.077389951545485,5.7810521289797006,,6.210499694892221,,75302369000
2012-06-30,2012Q2,,4.724676552878352,,54.264481544606255,5.393518596686155,30.88022599296955,3.8820709188283105,0.8550263940313751,,,,,4.991384510356018,,5.879415060367355,6.215627598087005,5.279185548449772,6.084544945099329,5.733341276897746,,,,29909603000
2012-09-30,2012Q3,,5.400335433430566,,53.313889481605926,4.712373724795776,30.96717276844086,3.60949301068756,1.9967355810393133,,,,,5.054524552405969,,5.920237037819614,6.317489530506517,5.352095086688388,6.14857510173714,5.771628013947063,,,,29271978000
2012-12-31,2012Q4,,5.88096115763537,,51.04467670531716,4.731878004344839,31.183510525849012,5.0875100366097366,2.071463570243888,,,,,4.974731786145223,,5.880421224443493,6.26862268672843,5.391853248718454,6.130030148515686,5.7869280856978556,,,,29564266000
2013-03-31,2013Q1,1.2562735585287774,2.5109868183666553,,51.70684710350285,4.50636329901474,33.436902562175185,5.51934215569313,1.063284502718665,,,,5.501829473423211,5.070475294452272,,6.0171322789844455,6.369695490625076,5.4981103867604,6.2813317304651,5.880281568379149,,,,32173327000
