cik,filedFor,ticker,no_shares,value,nameOfIssuer
1067983,2022-09-30,AON,43806,11734000,AON PLC
1067983,2022-09-30,AON,1752194,469360000,AON PLC
1067983,2022-09-30,LILA,1005607,6225000,LIBERTY LATIN AMERICA LTD
1067983,2022-09-30,LILA,1625185,10060000,LIBERTY LATIN AMERICA LTD
1067983,2022-09-30,LILAK,1284020,7897000,LIBERTY LATIN AMERICA LTD
1067983,2022-06-30,ATVI,1335400,103974000,ACTIVISION BLIZZARD INC
1067983,2022-06-30,ATVI,1144672,89124000,ACTIVISION BLIZZARD INC
1067983,2022-06-30,ATVI,65921078,5132615000,ACTIVISION BLIZZARD INC
1067983,2022-06-30,ALLY,13719675,459746000,ALLY FINL INC
1067983,2022-06-30,ALLY,2803875,93958000,ALLY FINL INC
1067983,2022-06-30,ALLY,4228200,141687000,ALLY FINL INC
1067983,2022-06-30,ALLY,3137000,105121000,ALLY FINL INC
1067983,2022-06-30,ALLY,4836250,162063000,ALLY FINL INC
1067983,2022-06-30,ALLY,1275000,42725000,ALLY FINL INC
1067983,2022-06-30,AMZN,8390000,891102000,AMAZON COM INC
1067983,2022-06-30,AMZN,2276000,241734000,AMAZON COM INC
1067983,2022-06-30,AXP,1149942,159405000,AMERICAN EXPRESS CO
1067983,2022-06-30,AXP,839832,116418000,AMERICAN EXPRESS CO
1067983,2022-06-30,AXP,148221213,20546425000,AMERICAN EXPRESS CO
1067983,2022-06-30,AXP,1399713,194028000,AMERICAN EXPRESS CO
1067983,2022-06-30,AAPL,692000,94610000,APPLE INC
1067983,2022-06-30,AAPL,3840000,525005000,APPLE INC
1067983,2022-06-30,AAPL,24260000,3316827000,APPLE INC
1067983,2022-06-30,AAPL,62206534,8504877000,APPLE INC
1067983,2022-06-30,AAPL,2724000,372425000,APPLE INC
1067983,2022-06-30,AAPL,65178619,8911221000,APPLE INC
1067983,2022-06-30,AAPL,12152000,1661421000,APPLE INC
1067983,2022-06-30,AAPL,47832000,6539591000,APPLE INC
1067983,2022-06-30,AAPL,669429166,91524356000,APPLE INC
1067983,2022-06-30,AAPL,2712000,370785000,APPLE INC
1067983,2022-06-30,AAPL,3776000,516255000,APPLE INC
1067983,2022-06-30,BAC,3920000,122030000,BANK AMER CORP
1067983,2022-06-30,BAC,11900000,370447000,BANK AMER CORP
1067983,2022-06-30,BAC,17482500,544230000,BANK AMER CORP
1067983,2022-06-30,BAC,140000000,4358200000,BANK AMER CORP
1067983,2022-06-30,BAC,31478000,979910000,BANK AMER CORP
1067983,2022-06-30,BAC,2100000,65373000,BANK AMER CORP
1067983,2022-06-30,BAC,311780000,9705711000,BANK AMER CORP
1067983,2022-06-30,BAC,11999000,373529000,BANK AMER CORP
1067983,2022-06-30,BAC,17275000,537771000,BANK AMER CORP
1067983,2022-06-30,BAC,424366106,13210517000,BANK AMER CORP
1067983,2022-06-30,BAC,28000000,871640000,BANK AMER CORP
1067983,2022-06-30,BAC,9800000,305074000,BANK AMER CORP
1067983,2022-06-30,BK,7511249,313294000,BANK OF NEW YORK MELLON CORP
1067983,2022-06-30,BK,2148000,89593000,BANK OF NEW YORK MELLON CORP
1067983,2022-06-30,BK,1793915,74824000,BANK OF NEW YORK MELLON CORP
1067983,2022-06-30,BK,457000,19061000,BANK OF NEW YORK MELLON CORP
1067983,2022-06-30,BK,776000,32367000,BANK OF NEW YORK MELLON CORP
1067983,2022-06-30,BK,6490384,270714000,BANK OF NEW YORK MELLON CORP
1067983,2022-06-30,BK,7319000,305275000,BANK OF NEW YORK MELLON CORP
1067983,2022-06-30,BK,2682169,111873000,BANK OF NEW YORK MELLON CORP
1067983,2022-06-30,BK,41039736,1711767000,BANK OF NEW YORK MELLON CORP
1067983,2022-06-30,BK,2140000,89259000,BANK OF NEW YORK MELLON CORP
1067983,2022-06-30,CE,1102000,129606000,CELANESE CORP DEL
1067983,2022-06-30,CE,160400,18865000,CELANESE CORP DEL
1067983,2022-06-30,CE,2828500,332660000,CELANESE CORP DEL
1067983,2022-06-30,CE,508348,59787000,CELANESE CORP DEL
1067983,2022-06-30,CE,4557466,536004000,CELANESE CORP DEL
1067983,2022-06-30,CHTR,3828941,1793974000,CHARTER COMMUNICATIONS INC N
1067983,2022-06-30,CVX,877000,126972000,CHEVRON CORP NEW
1067983,2022-06-30,CVX,1250000,180975000,CHEVRON CORP NEW
1067983,2022-06-30,CVX,19707290,2853221000,CHEVRON CORP NEW
1067983,2022-06-30,CVX,61400,8889000,CHEVRON CORP NEW
1067983,2022-06-30,CVX,42534300,6158116000,CHEVRON CORP NEW
1067983,2022-06-30,CVX,5604974,811488000,CHEVRON CORP NEW
1067983,2022-06-30,CVX,91382185,13230313000,CHEVRON CORP NEW
1067983,2022-06-30,CVX,23000,3330000,CHEVRON CORP NEW
1067983,2022-06-30,C,3645000,167634000,CITIGROUP INC
1067983,2022-06-30,C,28405025,1306347000,CITIGROUP INC
1067983,2022-06-30,C,5685250,261465000,CITIGROUP INC
1067983,2022-06-30,C,14407522,662602000,CITIGROUP INC
1067983,2022-06-30,C,3013000,138568000,CITIGROUP INC
1067983,2022-06-30,KO,800000,50328000,COCA COLA CO
1067983,2022-06-30,KO,371471,23369000,COCA COLA CO
1067983,2022-06-30,KO,85000,5347000,COCA COLA CO
1067983,2022-06-30,KO,80283200,5050616000,COCA COLA CO
1067983,2022-06-30,KO,1824000,114748000,COCA COLA CO
1067983,2022-06-30,KO,14411200,906609000,COCA COLA CO
1067983,2022-06-30,KO,14990400,943046000,COCA COLA CO
1067983,2022-06-30,KO,282722729,17786087000,COCA COLA CO
1067983,2022-06-30,KO,3552000,223456000,COCA COLA CO
1067983,2022-06-30,KO,960000,60394000,COCA COLA CO
1067983,2022-06-30,DVA,17582088,1405864000,DAVITA INC
1067983,2022-06-30,DVA,18513482,1480338000,DAVITA INC
1067983,2022-06-30,FND,2105000,132531000,FLOOR & DECOR HLDGS INC
1067983,2022-06-30,FND,1165900,73405000,FLOOR & DECOR HLDGS INC
1067983,2022-06-30,FND,80880,5092000,FLOOR & DECOR HLDGS INC
1067983,2022-06-30,FND,960120,60449000,FLOOR & DECOR HLDGS INC
1067983,2022-06-30,FND,468100,29472000,FLOOR & DECOR HLDGS INC
1067983,2022-06-30,GM,202359,6427000,GENERAL MTRS CO
1067983,2022-06-30,GM,4969000,157815000,GENERAL MTRS CO
1067983,2022-06-30,GM,24887209,790418000,GENERAL MTRS CO
1067983,2022-06-30,GM,8102338,257330000,GENERAL MTRS CO
1067983,2022-06-30,GM,14716453,467395000,GENERAL MTRS CO
1067983,2022-06-30,GL,213424,20802000,GLOBE LIFE INC
1067983,2022-06-30,GL,174489,17007000,GLOBE LIFE INC
1067983,2022-06-30,GL,1011888,98629000,GLOBE LIFE INC
1067983,2022-06-30,GL,1439325,140291000,GLOBE LIFE INC
1067983,2022-06-30,GL,3514601,342568000,GLOBE LIFE INC
1067983,2022-06-30,HPQ,5850000,191763000,HP INC
1067983,2022-06-30,HPQ,26843350,879925000,HP INC
1067983,2022-06-30,HPQ,3444000,112894000,HP INC
1067983,2022-06-30,HPQ,27840300,912605000,HP INC
1067983,2022-06-30,HPQ,9001000,295053000,HP INC
1067983,2022-06-30,HPQ,31385685,1028823000,HP INC
1067983,2022-06-30,HPQ,111700,3662000,HP INC
1067983,2022-06-30,JNJ,327100,58064000,JOHNSON & JOHNSON
1067983,2022-06-30,KHC,325634818,12419712000,KRAFT HEINZ CO
1067983,2022-06-30,KR,19044385,901371000,KROGER CO
1067983,2022-06-30,KR,768531,36375000,KROGER CO
1067983,2022-06-30,KR,5367119,254026000,KROGER CO
1067983,2022-06-30,KR,27257260,1290086000,KROGER CO
1067983,2022-06-30,LSXMA,4308117,155265000,LIBERTY MEDIA CORP DELAWARE
1067983,2022-06-30,LSXMA,13139100,473533000,LIBERTY MEDIA CORP DELAWARE
1067983,2022-06-30,LSXMA,933391,33639000,LIBERTY MEDIA CORP DELAWARE
1067983,2022-06-30,LSXMA,1827072,65848000,LIBERTY MEDIA CORP DELAWARE
1067983,2022-06-30,LSXMK,14778322,532759000,LIBERTY MEDIA CORP DELAWARE
1067983,2022-06-30,LSXMK,22030333,794194000,LIBERTY MEDIA CORP DELAWARE
1067983,2022-06-30,LSXMK,650480,23450000,LIBERTY MEDIA CORP DELAWARE
1067983,2022-06-30,LSXMK,5749156,207257000,LIBERTY MEDIA CORP DELAWARE
1067983,2022-06-30,FWONK,3736730,237170000,LIBERTY MEDIA CORP DEL
1067983,2022-06-30,FWONK,3344800,212294000,LIBERTY MEDIA CORP DEL
1067983,2022-06-30,FWONK,515501,32719000,LIBERTY MEDIA CORP DEL
1067983,2022-06-30,FWONK,125420,7960000,LIBERTY MEDIA CORP DEL
1067983,2022-06-30,MKL,35750,46234000,MARKEL CORP
1067983,2022-06-30,MKL,14550,18817000,MARKEL CORP
1067983,2022-06-30,MKL,80880,104598000,MARKEL CORP
1067983,2022-06-30,MKL,181375,234563000,MARKEL CORP
1067983,2022-06-30,MKL,24331,31466000,MARKEL CORP
1067983,2022-06-30,MKL,127475,164857000,MARKEL CORP
1067983,2022-06-30,MKL,3250,4203000,MARKEL CORP
1067983,2022-06-30,MMC,404911,62862000,MARSH & MCLENNAN COS INC
1067983,2022-06-30,MA,3986648,1257708000,MASTERCARD INC
1067983,2022-06-30,MCK,1400000,456694000,MCKESSON CORP
1067983,2022-06-30,MCK,1144500,373347000,MCKESSON CORP
1067983,2022-06-30,MCK,653844,213290000,MCKESSON CORP
1067983,2022-06-30,MDLZ,578000,35888000,MONDELEZ INTL INC
1067983,2022-06-30,MCO,72100,19609000,MOODYS CORP
1067983,2022-06-30,MCO,11973928,3256549000,MOODYS CORP
1067983,2022-06-30,MCO,12623750,3433281000,MOODYS CORP
1067983,2022-06-30,OXY,4402000,259190000,OCCIDENTAL PETE CORP
1067983,2022-06-30,OXY,10363000,610173000,OCCIDENTAL PETE CORP
1067983,2022-06-30,OXY,28713329,1690641000,OCCIDENTAL PETE CORP
1067983,2022-06-30,OXY,32809716,1931836000,OCCIDENTAL PETE CORP
1067983,2022-06-30,OXY,6945000,408922000,OCCIDENTAL PETE CORP
1067983,2022-06-30,OXY,6441650,379284000,OCCIDENTAL PETE CORP
1067983,2022-06-30,OXY,64075234,3772750000,OCCIDENTAL PETE CORP
1067983,2022-06-30,OXY,4799800,282612000,OCCIDENTAL PETE CORP
1067983,2022-06-30,PG,315400,45351000,PROCTER & GAMBLE CO
1067983,2022-06-30,RH,998302,211900000,RH
1067983,2022-06-30,RH,147169,31238000,RH
1067983,2022-06-30,RH,1024529,217467000,RH
1067983,2022-06-30,SPY,39400,14864000,SPDR S&P 500 ETF TR
1067983,2022-06-30,SNOW,6125376,851795000,SNOWFLAKE INC
1067983,2022-06-30,STOR,6928413,180693000,STORE CAP CORP
1067983,2022-06-30,TMUS,570000,76688000,T-MOBILE US INC
1067983,2022-06-30,TMUS,4672000,628571000,T-MOBILE US INC
1067983,2022-06-30,USB,590275,27164000,US BANCORP DEL
1067983,2022-06-30,USB,3850000,177177000,US BANCORP DEL
1067983,2022-06-30,USB,3912000,180030000,US BANCORP DEL
1067983,2022-06-30,USB,24307300,1118622000,US BANCORP DEL
1067983,2022-06-30,USB,1175000,54074000,US BANCORP DEL
1067983,2022-06-30,USB,12679300,583501000,US BANCORP DEL
1067983,2022-06-30,USB,4204800,193505000,US BANCORP DEL
1067983,2022-06-30,USB,2123438,97721000,US BANCORP DEL
1067983,2022-06-30,USB,65218022,3001333000,US BANCORP DEL
1067983,2022-06-30,USB,1745000,80305000,US BANCORP DEL
1067983,2022-06-30,UPS,59400,10843000,UNITED PARCEL SERVICE INC
1067983,2022-06-30,VOO,43000,14916000,VANGUARD INDEX FDS
1067983,2022-06-30,VRSN,4910132,821612000,VERISIGN INC
1067983,2022-06-30,VRSN,7905481,1322824000,VERISIGN INC
1067983,2022-06-30,PARA,5886500,145279000,PARAMOUNT GLOBAL
1067983,2022-06-30,PARA,541800,13372000,PARAMOUNT GLOBAL
1067983,2022-06-30,PARA,18564000,458160000,PARAMOUNT GLOBAL
1067983,2022-06-30,PARA,6776000,167232000,PARAMOUNT GLOBAL
1067983,2022-06-30,PARA,10677877,263530000,PARAMOUNT GLOBAL
1067983,2022-06-30,PARA,35975468,887875000,PARAMOUNT GLOBAL
1067983,2022-06-30,V,8297460,1633687000,VISA INC
1067983,2022-06-30,AON,2600000,701168000,AON PLC
1067983,2022-06-30,AON,43806,11814000,AON PLC
1067983,2022-06-30,AON,1752194,472532000,AON PLC
1067983,2022-06-30,LILA,1005607,7844000,LIBERTY LATIN AMERICA LTD
1067983,2022-06-30,LILA,1625185,12676000,LIBERTY LATIN AMERICA LTD
1067983,2022-06-30,LILAK,1284020,10003000,LIBERTY LATIN AMERICA LTD
1067983,2022-03-31,ATVI,64315222,5152292000,ACTIVISION BLIZZARD INC
1067983,2022-03-31,ALLY,8250000,358710000,ALLY FINL INC
1067983,2022-03-31,ALLY,719420,31280000,ALLY FINL INC
1067983,2022-03-31,AMZN,419500,1367549000,AMAZON COM INC
1067983,2022-03-31,AMZN,113800,370982000,AMAZON COM INC
1067983,2022-03-31,AXP,1149942,215039000,AMERICAN EXPRESS CO
1067983,2022-03-31,AXP,839832,157049000,AMERICAN EXPRESS CO
1067983,2022-03-31,AXP,148221213,27717367000,AMERICAN EXPRESS CO
1067983,2022-03-31,AXP,1399713,261746000,AMERICAN EXPRESS CO
1067983,2022-03-31,AAPL,692000,120830000,APPLE INC
1067983,2022-03-31,AAPL,3840000,670502000,APPLE INC
1067983,2022-03-31,AAPL,24260000,4236039000,APPLE INC
1067983,2022-03-31,AAPL,58327625,10184587000,APPLE INC
1067983,2022-03-31,AAPL,2724000,475638000,APPLE INC
1067983,2022-03-31,AAPL,65178619,11380839000,APPLE INC
1067983,2022-03-31,AAPL,12152000,2121861000,APPLE INC
1067983,2022-03-31,AAPL,47832000,8351946000,APPLE INC
1067983,2022-03-31,AAPL,669429166,116889027000,APPLE INC
1067983,2022-03-31,AAPL,2712000,473542000,APPLE INC
1067983,2022-03-31,AAPL,3776000,659327000,APPLE INC
1067983,2022-03-31,BAC,3920000,161582000,BANK AMER CORP
1067983,2022-03-31,BAC,11900000,490518000,BANK AMER CORP
1067983,2022-03-31,BAC,17482500,720629000,BANK AMER CORP
1067983,2022-03-31,BAC,140000000,5770800000,BANK AMER CORP
1067983,2022-03-31,BAC,31478000,1297523000,BANK AMER CORP
1067983,2022-03-31,BAC,2100000,86562000,BANK AMER CORP
1067983,2022-03-31,BAC,311780000,12851572000,BANK AMER CORP
1067983,2022-03-31,BAC,11999000,494599000,BANK AMER CORP
1067983,2022-03-31,BAC,17275000,712076000,BANK AMER CORP
1067983,2022-03-31,BAC,424366106,17492371000,BANK AMER CORP
1067983,2022-03-31,BAC,28000000,1154160000,BANK AMER CORP
1067983,2022-03-31,BAC,9800000,403956000,BANK AMER CORP
1067983,2022-03-31,BK,7511249,372783000,BANK OF NEW YORK MELLON CORP
1067983,2022-03-31,BK,2148000,106605000,BANK OF NEW YORK MELLON CORP
1067983,2022-03-31,BK,1793915,89032000,BANK OF NEW YORK MELLON CORP
1067983,2022-03-31,BK,457000,22681000,BANK OF NEW YORK MELLON CORP
1067983,2022-03-31,BK,776000,38513000,BANK OF NEW YORK MELLON CORP
1067983,2022-03-31,BK,6490384,322118000,BANK OF NEW YORK MELLON CORP
1067983,2022-03-31,BK,7319000,363242000,BANK OF NEW YORK MELLON CORP
1067983,2022-03-31,BK,2682169,133116000,BANK OF NEW YORK MELLON CORP
1067983,2022-03-31,BK,41039736,2036802000,BANK OF NEW YORK MELLON CORP
1067983,2022-03-31,BK,2140000,106208000,BANK OF NEW YORK MELLON CORP
1067983,2022-03-31,CE,864532,123516000,CELANESE CORP DEL
1067983,2022-03-31,CE,160400,22916000,CELANESE CORP DEL
1067983,2022-03-31,CE,2298600,328401000,CELANESE CORP DEL
1067983,2022-03-31,CE,4557466,651125000,CELANESE CORP DEL
1067983,2022-03-31,CHTR,3828941,2088764000,CHARTER COMMUNICATIONS INC N
1067983,2022-03-31,CVX,877000,142802000,CHEVRON CORP NEW
1067983,2022-03-31,CVX,1250000,203538000,CHEVRON CORP NEW
1067983,2022-03-31,CVX,18366800,2990666000,CHEVRON CORP NEW
1067983,2022-03-31,CVX,61400,9998000,CHEVRON CORP NEW
1067983,2022-03-31,CVX,41371732,6736559000,CHEVRON CORP NEW
1067983,2022-03-31,CVX,5846000,951904000,CHEVRON CORP NEW
1067983,2022-03-31,CVX,91382185,14879761000,CHEVRON CORP NEW
1067983,2022-03-31,CVX,23000,3745000,CHEVRON CORP NEW
1067983,2022-03-31,C,3645000,194643000,CITIGROUP INC
1067983,2022-03-31,C,28405025,1516828000,CITIGROUP INC
1067983,2022-03-31,C,5685250,303592000,CITIGROUP INC
1067983,2022-03-31,C,14407522,769362000,CITIGROUP INC
1067983,2022-03-31,C,3013000,160894000,CITIGROUP INC
1067983,2022-03-31,KO,800000,49600000,COCA COLA CO
1067983,2022-03-31,KO,371471,23031000,COCA COLA CO
1067983,2022-03-31,KO,85000,5270000,COCA COLA CO
1067983,2022-03-31,KO,80283200,4977558000,COCA COLA CO
1067983,2022-03-31,KO,1824000,113088000,COCA COLA CO
1067983,2022-03-31,KO,14411200,893494000,COCA COLA CO
1067983,2022-03-31,KO,14990400,929405000,COCA COLA CO
1067983,2022-03-31,KO,282722729,17528809000,COCA COLA CO
1067983,2022-03-31,KO,3552000,220224000,COCA COLA CO
1067983,2022-03-31,KO,960000,59520000,COCA COLA CO
1067983,2022-03-31,DVA,17582088,1988710000,DAVITA INC
1067983,2022-03-31,DVA,18513482,2094060000,DAVITA INC
1067983,2022-03-31,FND,2105000,170505000,FLOOR & DECOR HLDGS INC
1067983,2022-03-31,FND,1165900,94438000,FLOOR & DECOR HLDGS INC
1067983,2022-03-31,FND,80880,6551000,FLOOR & DECOR HLDGS INC
1067983,2022-03-31,FND,960120,77770000,FLOOR & DECOR HLDGS INC
1067983,2022-03-31,FND,468100,37916000,FLOOR & DECOR HLDGS INC
1067983,2022-03-31,GM,9010000,394097000,GENERAL MTRS CO
1067983,2022-03-31,GM,5029847,220006000,GENERAL MTRS CO
1067983,2022-03-31,GM,24887209,1088567000,GENERAL MTRS CO
1067983,2022-03-31,GM,8402338,367518000,GENERAL MTRS CO
1067983,2022-03-31,GM,14716453,643698000,GENERAL MTRS CO
1067983,2022-03-31,GL,213424,21470000,GLOBE LIFE INC
1067983,2022-03-31,GL,174489,17554000,GLOBE LIFE INC
1067983,2022-03-31,GL,1011888,101796000,GLOBE LIFE INC
1067983,2022-03-31,GL,1439325,144796000,GLOBE LIFE INC
1067983,2022-03-31,GL,3514601,353569000,GLOBE LIFE INC
1067983,2022-03-31,HPQ,5850000,212355000,HP INC
1067983,2022-03-31,HPQ,26843350,974414000,HP INC
1067983,2022-03-31,HPQ,3444000,125017000,HP INC
1067983,2022-03-31,HPQ,27840300,1010603000,HP INC
1067983,2022-03-31,HPQ,9001000,326736000,HP INC
1067983,2022-03-31,HPQ,31385685,1139300000,HP INC
1067983,2022-03-31,HPQ,111700,4055000,HP INC
1067983,2022-03-31,JNJ,327100,57972000,JOHNSON & JOHNSON
1067983,2022-03-31,KHC,325634818,12826755000,KRAFT HEINZ CO
1067983,2022-03-31,KR,24592353,1410863000,KROGER CO
1067983,2022-03-31,KR,768531,44091000,KROGER CO
1067983,2022-03-31,KR,5367119,307912000,KROGER CO
1067983,2022-03-31,KR,27257260,1563749000,KROGER CO
1067983,2022-03-31,LSXMA,4308117,196924000,LIBERTY MEDIA CORP DELAWARE
1067983,2022-03-31,LSXMA,13139100,600588000,LIBERTY MEDIA CORP DELAWARE
1067983,2022-03-31,LSXMA,933391,42665000,LIBERTY MEDIA CORP DELAWARE
1067983,2022-03-31,LSXMA,1827072,83515000,LIBERTY MEDIA CORP DELAWARE
1067983,2022-03-31,LSXMK,14778322,675813000,LIBERTY MEDIA CORP DELAWARE
1067983,2022-03-31,LSXMK,22030333,1007447000,LIBERTY MEDIA CORP DELAWARE
1067983,2022-03-31,LSXMK,650480,29746000,LIBERTY MEDIA CORP DELAWARE
1067983,2022-03-31,LSXMK,5749156,262909000,LIBERTY MEDIA CORP DELAWARE
1067983,2022-03-31,FWONK,3736730,260973000,LIBERTY MEDIA CORP DEL
1067983,2022-03-31,FWONK,3344800,233601000,LIBERTY MEDIA CORP DEL
1067983,2022-03-31,FWONK,515501,36003000,LIBERTY MEDIA CORP DEL
1067983,2022-03-31,FWONK,125420,8759000,LIBERTY MEDIA CORP DEL
1067983,2022-03-31,MKL,35750,52740000,MARKEL CORP
1067983,2022-03-31,MKL,14550,21465000,MARKEL CORP
1067983,2022-03-31,MKL,80880,119317000,MARKEL CORP
1067983,2022-03-31,MKL,181375,267572000,MARKEL CORP
1067983,2022-03-31,MKL,104488,154145000,MARKEL CORP
1067983,2022-03-31,MKL,3250,4795000,MARKEL CORP
1067983,2022-03-31,MMC,404911,69005000,MARSH & MCLENNAN COS INC
1067983,2022-03-31,MA,3986648,1424748000,MASTERCARD INC
1067983,2022-03-31,MCK,1400000,428582000,MCKESSON CORP
1067983,2022-03-31,MCK,1144500,350366000,MCKESSON CORP
1067983,2022-03-31,MCK,377475,115556000,MCKESSON CORP
1067983,2022-03-31,MDLZ,578000,36287000,MONDELEZ INTL INC
1067983,2022-03-31,MCO,72100,24327000,MOODYS CORP
1067983,2022-03-31,MCO,11973928,4040123000,MOODYS CORP
1067983,2022-03-31,MCO,12623750,4259379000,MOODYS CORP
1067983,2022-03-31,OXY,4402000,249769000,OCCIDENTAL PETE CORP
1067983,2022-03-31,OXY,10363000,587997000,OCCIDENTAL PETE CORP
1067983,2022-03-31,OXY,13099700,743277000,OCCIDENTAL PETE CORP
1067983,2022-03-31,OXY,26246616,1489233000,OCCIDENTAL PETE CORP
1067983,2022-03-31,OXY,6945000,394059000,OCCIDENTAL PETE CORP
1067983,2022-03-31,OXY,6441650,365499000,OCCIDENTAL PETE CORP
1067983,2022-03-31,OXY,64075234,3635629000,OCCIDENTAL PETE CORP
1067983,2022-03-31,OXY,4799800,272341000,OCCIDENTAL PETE CORP
1067983,2022-03-31,PG,315400,48193000,PROCTER & GAMBLE CO
1067983,2022-03-31,RH,998302,325536000,RH
1067983,2022-03-31,RH,147169,47990000,RH
1067983,2022-03-31,RH,1024529,334089000,RH
1067983,2022-03-31,SPY,39400,17795000,SPDR S&P 500 ETF TR
1067983,2022-03-31,SNOW,6125376,1403507000,SNOWFLAKE INC
1067983,2022-03-31,STOR,602954,17624000,STORE CAP CORP
1067983,2022-03-31,STOR,14151857,413659000,STORE CAP CORP
1067983,2022-03-31,TMUS,570000,73160000,T-MOBILE US INC
1067983,2022-03-31,TMUS,4672000,599651000,T-MOBILE US INC
1067983,2022-03-31,USB,590275,31373000,US BANCORP DEL
1067983,2022-03-31,USB,3850000,204628000,US BANCORP DEL
1067983,2022-03-31,USB,3912000,207923000,US BANCORP DEL
1067983,2022-03-31,USB,24307300,1291933000,US BANCORP DEL
1067983,2022-03-31,USB,1175000,62451000,US BANCORP DEL
1067983,2022-03-31,USB,12679300,673905000,US BANCORP DEL
1067983,2022-03-31,USB,4204800,223485000,US BANCORP DEL
1067983,2022-03-31,USB,3789000,201385000,US BANCORP DEL
1067983,2022-03-31,USB,70165212,3729281000,US BANCORP DEL
1067983,2022-03-31,USB,1745000,92747000,US BANCORP DEL
1067983,2022-03-31,UPS,59400,12739000,UNITED PARCEL SERVICE INC
1067983,2022-03-31,VOO,43000,17852000,VANGUARD INDEX FDS
1067983,2022-03-31,VRSN,4910132,1092308000,VERISIGN INC
1067983,2022-03-31,VRSN,7905481,1758653000,VERISIGN INC
1067983,2022-03-31,VZ,1380111,70303000,VERIZON COMMUNICATIONS INC
1067983,2022-03-31,PARA,5886500,222569000,PARAMOUNT GLOBAL
1067983,2022-03-31,PARA,541800,20485000,PARAMOUNT GLOBAL
1067983,2022-03-31,PARA,18564000,701905000,PARAMOUNT GLOBAL
1067983,2022-03-31,PARA,6776000,256201000,PARAMOUNT GLOBAL
1067983,2022-03-31,PARA,1203992,45523000,PARAMOUNT GLOBAL
1067983,2022-03-31,PARA,35975468,1360232000,PARAMOUNT GLOBAL
1067983,2022-03-31,V,8297460,1840128000,VISA INC
1067983,2022-03-31,AON,2600000,846638000,AON PLC
1067983,2022-03-31,AON,43806,14265000,AON PLC
1067983,2022-03-31,AON,1752194,570567000,AON PLC
1067983,2022-03-31,RPRX,1496372,58299000,ROYALTY PHARMA PLC
1067983,2022-03-31,LILA,1005607,9754000,LIBERTY LATIN AMERICA LTD
1067983,2022-03-31,LILA,1625185,15764000,LIBERTY LATIN AMERICA LTD
1067983,2022-03-31,LILAK,1284020,12314000,LIBERTY LATIN AMERICA LTD
1067983,2021-12-31,ABBV,3033561,410744000,ABBVIE INC
1067983,2021-12-31,ATVI,14658121,975205000,ACTIVISION BLIZZARD INC
1067983,2021-12-31,AMZN,419500,1398756000,AMAZON COM INC
1067983,2021-12-31,AMZN,113800,379448000,AMAZON COM INC
1067983,2021-12-31,AXP,1952142,319370000,AMERICAN EXPRESS CO
1067983,2021-12-31,AXP,167926,27473000,AMERICAN EXPRESS CO
1067983,2021-12-31,AXP,17225400,2818075000,AMERICAN EXPRESS CO
1067983,2021-12-31,AXP,839832,137397000,AMERICAN EXPRESS CO
1067983,2021-12-31,AXP,2057100,336542000,AMERICAN EXPRESS CO
1067983,2021-12-31,AXP,7994634,1307922000,AMERICAN EXPRESS CO
1067983,2021-12-31,AXP,119973953,19627739000,AMERICAN EXPRESS CO
1067983,2021-12-31,AXP,1399713,228993000,AMERICAN EXPRESS CO
1067983,2021-12-31,AAPL,692000,122878000,APPLE INC
1067983,2021-12-31,AAPL,3840000,681869000,APPLE INC
1067983,2021-12-31,AAPL,24260000,4307848000,APPLE INC
1067983,2021-12-31,AAPL,58175400,10330206000,APPLE INC
1067983,2021-12-31,AAPL,2724000,483701000,APPLE INC
1067983,2021-12-31,AAPL,61542988,10928188000,APPLE INC
1067983,2021-12-31,AAPL,12152000,2157831000,APPLE INC
1067983,2021-12-31,AAPL,47832000,8493528000,APPLE INC
1067983,2021-12-31,AAPL,669429166,118870537000,APPLE INC
1067983,2021-12-31,AAPL,2712000,481570000,APPLE INC
1067983,2021-12-31,AAPL,3776000,670504000,APPLE INC
1067983,2021-12-31,BAC,3920000,174401000,BANK AMER CORP
1067983,2021-12-31,BAC,11900000,529431000,BANK AMER CORP
1067983,2021-12-31,BAC,17482500,777796000,BANK AMER CORP
1067983,2021-12-31,BAC,140000000,6228600000,BANK AMER CORP
1067983,2021-12-31,BAC,31478000,1400456000,BANK AMER CORP
1067983,2021-12-31,BAC,2100000,93429000,BANK AMER CORP
1067983,2021-12-31,BAC,311780000,13871092000,BANK AMER CORP
1067983,2021-12-31,BAC,11999000,533836000,BANK AMER CORP
1067983,2021-12-31,BAC,17275000,768565000,BANK AMER CORP
1067983,2021-12-31,BAC,424366106,18880048000,BANK AMER CORP
1067983,2021-12-31,BAC,28000000,1245720000,BANK AMER CORP
1067983,2021-12-31,BAC,9800000,436002000,BANK AMER CORP
1067983,2021-12-31,BK,7511249,436253000,BANK OF NEW YORK MELLON CORP
1067983,2021-12-31,BK,2148000,124756000,BANK OF NEW YORK MELLON CORP
1067983,2021-12-31,BK,1793915,104191000,BANK OF NEW YORK MELLON CORP
1067983,2021-12-31,BK,457000,26543000,BANK OF NEW YORK MELLON CORP
1067983,2021-12-31,BK,776000,45070000,BANK OF NEW YORK MELLON CORP
1067983,2021-12-31,BK,6490384,376962000,BANK OF NEW YORK MELLON CORP
1067983,2021-12-31,BK,7319000,425088000,BANK OF NEW YORK MELLON CORP
