filedFor,cik,ticker,no_shares,value
2002-03-31,1012100,SEE 2 04/01/18 A,679500,31155000
2002-03-31,1020882,IRM,1030800,32697000
2002-03-31,104889,GHC,1727765,1048805000
2002-03-31,105598,WFC,53265080,2631295000
2002-03-31,105729,WSC1,5703087,1782785000
2002-03-31,1059556,DNB1,1820400,72835000
2002-03-31,1059556,DUT,24000000,986400000
2002-03-31,109261,ZNT,816655,23846000
2002-03-31,12659,HRB,15999200,711164000
2002-03-31,1393231,COST,5606409,223247000
2002-03-31,21344,KO,200000000,10452001000
2002-03-31,29905,DOV,2165100,88769000
2002-03-31,320187,NKE,4930700,296416000
2002-03-31,320335,GL,2073462,83541000
2002-03-31,352363,KATE,334200,9478000
2002-03-31,36270,MTB,6708760,539183000
2002-03-31,39899,TGNA,3636800,276760000
2002-03-31,39911,GAP,15000000,225600000
2002-03-31,40211,GATX,7340700,233434000
2002-03-31,41499,G1,96000000,3264960000
2002-03-31,43362,GLK1,6948700,195745000
2002-03-31,4962,AXP,4812100,419855000
2002-03-31,750556,STI1,5806300,387455000
2002-03-31,757011,USG1,6500000,45500000
2002-03-31,836102,TT2,3232000,228664000
2002-03-31,874016,JNY,7850100,274361000
2002-03-31,874691,OSI2,1867500,66800000
2002-03-31,88204,SEE,2787900,131254000
2002-03-31,89439,MLI,3046900,106611000
2002-03-31,922812,AXP,151610700,6209973000
2002-03-31,932872,SJR/BEUR,22000000,395560000
2002-06-30,1012100,SEE 2 04/01/18 A,679500,27758000
2002-06-30,1020882,IRM,2143200,66118000
2002-06-30,104889,GHC,1727765,941632000
2002-06-30,105598,WFC,53265080,2666450000
2002-06-30,105729,WSC1,5703087,1720051000
2002-06-30,1059556,DNB1,1723500,56961000
2002-06-30,1059556,DUT,24000000,1194000000
2002-06-30,109261,ZNT,451355,14376000
2002-06-30,12659,HRB,15999200,738363000
2002-06-30,1393231,COST,5606409,216250000
2002-06-30,21344,KO,200000000,11200001000
2002-06-30,29905,DOV,2165100,75778000
2002-06-30,320187,NKE,4405700,236366000
2002-06-30,320335,GL,2073462,79207000
2002-06-30,36270,MTB,6708760,575343000
2002-06-30,39899,TGNA,3636800,276033000
2002-06-30,39911,GAP,20000000,284000000
2002-06-30,40211,GATX,7340700,220955000
2002-06-30,41499,G1,96000000,3251520000
2002-06-30,43362,GLK1,6948700,184071000
2002-06-30,4962,AXP,7924200,294780000
2002-06-30,750556,STI1,5806300,393202000
2002-06-30,757011,USG1,6500000,46475000
2002-06-30,836102,TT2,3232000,242723000
2002-06-30,874016,JNY,3740600,140272000
2002-06-30,874691,OSI2,1867500,65549000
2002-06-30,88204,SEE,2492800,100385000
2002-06-30,89439,MLI,2480900,78769000
2002-06-30,922812,AXP,151610700,5506501000
2002-06-30,932872,SJR/BEUR,22000000,246400000
2002-09-30,1012100,SEE 2 04/01/18 A,679500,15499000
2002-09-30,1020882,IRM,6671200,166723000
2002-09-30,104889,GHC,1727765,1121319000
2002-09-30,105598,WFC,53265080,2565246000
2002-09-30,105729,WSC1,5703087,1753699000
2002-09-30,1059556,DNB1,1289100,43327000
2002-09-30,1059556,DUT,24000000,1164000000
2002-09-30,109261,ZNT,451355,11925000
2002-09-30,1108329,PC6A,95900,1927000
2002-09-30,12659,HRB,15999200,672126000
2002-09-30,1393231,COST,5606409,181479000
2002-09-30,21344,KO,200000000,9592000000
2002-09-30,29905,DOV,2479200,62922000
2002-09-30,29989,OMC,500000,27840000
2002-09-30,320187,NKE,6000000,259080000
2002-09-30,320335,GL,2073462,71037000
2002-09-30,36270,MTB,6708760,528717000
2002-09-30,39899,TGNA,3636800,262504000
2002-09-30,39911,GAP,20000000,217000000
2002-09-30,40211,GATX,7340700,145346000
2002-09-30,41499,G1,96000000,2841600000
2002-09-30,43362,GLK1,6948700,166908000
2002-09-30,4962,AXP,7924200,221481000
2002-09-30,750556,STI1,5806300,356972000
2002-09-30,757011,USG1,6500000,26000000
2002-09-30,836102,TT2,3232000,205620000
2002-09-30,8670,ADP,394600,13720000
2002-09-30,874016,JNY,3211300,98587000
2002-09-30,874691,OSI2,1867500,51319000
2002-09-30,88204,SEE,2492800,42103000
2002-09-30,89439,MLI,2480900,64255000
2002-09-30,922812,AXP,151610700,4727222000
2002-09-30,932872,SJR/BEUR,22000000,183040000
2002-12-31,1012100,SEE 2 04/01/18 A,704500,30012000
2002-12-31,1020882,IRM,8000000,264080000
2002-12-31,104889,GHC,1727765,1275091000
2002-12-31,105598,WFC,53265080,2496535000
2002-12-31,105729,WSC1,5703087,1767672000
2002-12-31,1059556,DNB1,1067900,36832000
2002-12-31,1059556,DUT,24000000,990960000
2002-12-31,109261,ZNT,451355,10592000
2002-12-31,1108329,PC6A,217000,4356000
2002-12-31,1179484,CDCO,1452549,113299000
2002-12-31,12659,HRB,15999200,643168000
2002-12-31,1393231,COST,5254000,147427000
2002-12-31,21344,KO,200000000,8768001000
2002-12-31,29905,DOV,4000000,116640000
2002-12-31,320187,NKE,6000000,266820000
2002-12-31,320335,GL,1938179,70802000
2002-12-31,36270,MTB,6708760,532341000
2002-12-31,39899,TGNA,3636800,261122000
2002-12-31,39911,GAP,20000000,310400000
2002-12-31,40211,GATX,7340700,167515000
2002-12-31,41499,G1,96000000,2914560000
2002-12-31,43362,GLK1,6948700,165935000
2002-12-31,4962,AXP,11234500,397814000
2002-12-31,713676,PNC,715000,29959000
2002-12-31,750556,STI1,5806300,330494000
2002-12-31,757011,USG1,6500000,54925000
2002-12-31,764478,BBY,542800,13109000
2002-12-31,836102,TT2,3232000,229924000
2002-12-31,874016,JNY,894200,31690000
2002-12-31,874691,OSI2,1867500,64317000
2002-12-31,88204,SEE,2492800,92981000
2002-12-31,89439,MLI,2480900,67605000
2002-12-31,922812,AXP,151610700,5359437000
2002-12-31,932872,SJR/BEUR,22000000,226160000
2003-03-31,1012100,SEE 2 04/01/18 A,704500,32393000
2003-03-31,1020882,IRM,7947500,303992000
2003-03-31,104889,GHC,1727765,1177230000
2003-03-31,105598,WFC,53265080,2396396000
2003-03-31,105729,WSC1,5703087,1699520000
2003-03-31,1059556,DNB1,680000,26010000
2003-03-31,1059556,DUT,24000000,1109520000
2003-03-31,1065865,JNS,200000,5440000
2003-03-31,109261,ZNT,451355,9660000
2003-03-31,1108329,PC6A,718800,14994000
2003-03-31,1179484,CDCO,1468573,197743000
2003-03-31,1195454,WTEL,1590696,20043000
2003-03-31,12659,HRB,15999200,683006000
2003-03-31,1393231,COST,5254000,157778000
2003-03-31,21344,KO,200000000,8096000000
2003-03-31,29905,DOV,4500000,108990000
2003-03-31,30371,DUK,4813900,69994000
2003-03-31,320187,NKE,6000000,308520000
2003-03-31,320335,GL,1938179,69386000
2003-03-31,36270,MTB,6708760,527175000
2003-03-31,39899,TGNA,3636800,256140000
2003-03-31,39911,GAP,20000000,289800000
2003-03-31,40211,GATX,7340700,106293000
2003-03-31,41499,G1,96000000,2970240000
2003-03-31,43362,GLK1,6948700,154261000
2003-03-31,4962,AXP,8539400,316043000
2003-03-31,750556,STI1,5806300,305702000
2003-03-31,757011,USG1,6500000,27040000
2003-03-31,794323,LVLT,879000,4536000
2003-03-31,836102,TT2,3232000,222264000
2003-03-31,8670,ADP,5735000,176581000
2003-03-31,874691,OSI2,1867500,66072000
2003-03-31,88204,SEE,2492800,100036000
2003-03-31,89439,MLI,2480900,61948000
2003-03-31,922812,AXP,151610700,5038024000
2003-03-31,932872,SJR/BEUR,22000000,231200000
2003-06-30,1012100,SEE 2 04/01/18 A,704500,35894000
2003-06-30,1020882,IRM,5018500,186136000
2003-06-30,104889,GHC,1727765,1246278000
2003-06-30,105598,WFC,53603380,2701611000
2003-06-30,105729,WSC1,5703087,1779363000
2003-06-30,1059556,DNB1,389700,16017000
2003-06-30,1059556,DUT,24000000,1265040000
2003-06-30,109261,ZNT,167055,4761000
2003-06-30,1108329,PC6A,659000,19902000
2003-06-30,1179484,CDCO,1477453,146268000
2003-06-30,12659,HRB,15999200,691965000
2003-06-30,1393231,COST,5254000,192296000
2003-06-30,21344,KO,200000000,9282000000
2003-06-30,29905,DOV,4500000,134820000
2003-06-30,30371,DUK,1418800,28305000
2003-06-30,311314,HCA,16609000,532152000
2003-06-30,320187,NKE,6000000,320940000
2003-06-30,320335,GL,1938179,72197000
2003-06-30,36270,MTB,6708760,565011000
2003-06-30,39899,TGNA,3636800,279343000
2003-06-30,39911,GAP,20000000,375200000
2003-06-30,40211,GATX,2228900,36443000
2003-06-30,41499,G1,96000000,3058560000
2003-06-30,43362,GLK1,4348700,88713000
2003-06-30,4962,AXP,8000000,331520000
2003-06-30,750556,STI1,5806300,344545000
2003-06-30,757011,USG1,6500000,123500000
2003-06-30,794323,LVLT,19877465,133178000
2003-06-30,836102,TT2,3232000,238942000
2003-06-30,8670,ADP,5735000,194187000
2003-06-30,874691,OSI2,1867500,72832000
2003-06-30,88204,SEE,1569600,74807000
2003-06-30,89439,MLI,2480900,67257000
2003-06-30,922812,AXP,151610700,6338843000
2003-06-30,932872,SJR/BEUR,22000000,295900000
2003-09-30,1020882,IRM,5018500,180164000
2003-09-30,104889,GHC,1727765,1148964000
2003-09-30,105598,WFC,56448380,2907091000
2003-09-30,105729,WSC1,5703087,1938878000
2003-09-30,1059556,DNB1,136000,5649000
2003-09-30,1059556,DUT,24000000,1319280000
2003-09-30,109261,ZNT,167055,4647000
2003-09-30,1108329,PC6A,659000,22110000
2003-09-30,1179484,CDCO,1486375,124855000
2003-09-30,12659,HRB,15999200,690365000
2003-09-30,1393231,COST,5254000,163662000
2003-09-30,21344,KO,200000000,8592000000
2003-09-30,29905,DOV,3129300,110683000
2003-09-30,30371,DUK,1418800,25269000
2003-09-30,311314,HCA,17900700,659820000
2003-09-30,320187,NKE,6000000,364920000
2003-09-30,320335,GL,1938179,78768000
2003-09-30,36270,MTB,6708760,585675000
2003-09-30,39899,TGNA,3636800,282070000
2003-09-30,39911,GAP,20000000,342400000
2003-09-30,41499,G1,96000000,3070080000
2003-09-30,43362,GLK1,547700,11014000
2003-09-30,4962,AXP,8000000,319680000
2003-09-30,750556,STI1,5806300,350526000
2003-09-30,757011,USG1,6500000,112060000
2003-09-30,794323,LVLT,1644900,8915000
2003-09-30,836102,TT2,3232000,272296000
2003-09-30,8670,ADP,1649000,59117000
2003-09-30,874691,OSI2,1867500,70722000
2003-09-30,88204,SEE,1123800,53077000
2003-09-30,89439,MLI,2480900,63139000
2003-09-30,922812,AXP,151610700,6831578000
2003-09-30,932872,SJR/BEUR,22000000,267520000
2003-12-31,1020882,IRM,15055500,595293000
2003-12-31,104889,GHC,5183295,4102059000
2003-12-31,1052045,SVM1,3050700,35541000
2003-12-31,105598,WFC,169345140,9972738000
2003-12-31,105729,WSC1,17109261,5988240000
2003-12-31,1059556,DUT,72000000,4359600000
2003-12-31,109261,ZNT,471165,15336000
2003-12-31,1108329,PC6A,1977000,112788000
2003-12-31,1179484,CDCO,4468242,178731000
2003-12-31,12659,HRB,43832700,2427018000
2003-12-31,1393231,COST,15762000,586032000
2003-12-31,21344,KO,600000000,30449997000
2003-12-31,29905,DOV,6000000,238500000
2003-12-31,311314,HCA,46429500,1994610000
2003-12-31,320187,NKE,18000000,1232280000
2003-12-31,320335,GL,5814537,264792000
2003-12-31,36270,MTB,20126280,1978413000
2003-12-31,39899,TGNA,10369800,924570000
2003-12-31,39911,GAP,45000000,1044450000
2003-12-31,41499,G1,288000000,10578240000
2003-12-31,4962,AXP,24000000,986160000
2003-12-31,744473,CDSCY,10000000,73311000
2003-12-31,750556,STI1,17418900,1245450000
2003-12-31,757011,USG1,19500000,323115000
2003-12-31,836102,TT2,9696000,976386000
2003-12-31,8670,ADP,4247100,168228000
2003-12-31,874691,OSI2,5602500,247686000
2003-12-31,88204,SEE,3371400,182529000
2003-12-31,89439,MLI,7340700,252225000
2003-12-31,922812,AXP,454832100,21936552000
2003-12-31,932872,SJR/BEUR,66000000,1024320000
2004-03-31,1020882,IRM,10037000,447952000
2004-03-31,104889,GHC,3455530,3056106000
2004-03-31,1052045,SVM1,3432000,41218000
2004-03-31,105598,WFC,112896760,6397858000
2004-03-31,105729,WSC1,11406174,4414190000
2004-03-31,1059556,DUT,48000000,3398400000
2004-03-31,109261,ZNT,253710,9946000
2004-03-31,1108329,PC6A,1318000,67350000
2004-03-31,1179484,CDCO,2978860,110218000
2004-03-31,12659,HRB,28701200,1464622000
2004-03-31,1393231,COST,10508000,395206000
2004-03-31,21344,KO,400000000,20120002000
2004-03-31,311314,HCA,30953000,1257310000
2004-03-31,320187,NKE,12000000,934440000
2004-03-31,320335,GL,3876358,208506000
2004-03-31,36270,MTB,13417520,1205564000
2004-03-31,39899,TGNA,6913200,609328000
